Order Title, Issued Date, Termination Date, Respondent, CMP Amount, NMLS ID, Restitution Amount, Restitution Comment, Bank Name, Bank City, Bank State, Cert Number, Category, Action Type, Docket Number, File Name, File URL
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-07,,SECURITY STATE BANK OF SEBEKA;,0;,N/A;,0;,N/A;,SECURITY STATE BANK OF SEBEKA;,SEBEKA;,MN;,16764;,Termination of Action,Cease and Desist / Consent Orders,FDIC-86-187b,15885.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5YvAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-08,,FARMERS AND MECHANICS BANK;,0;,N/A;,0;,N/A;,FARMERS AND MECHANICS BANK;,MIDDLETOWN;,CT;,28435;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-356b,15887.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5YxAAK?operationContext=S1
ORDER TO CEASE AND DESIST,1994-07-12,1995-04-14,FIRST STATE BANK;,0;,N/A;,0;,N/A;,FIRST STATE BANK;,HARRAH;,OK;,9473;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-79B,11006.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4uiAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-14,,UNIVERSITY STATE BANK;,0;,N/A;,0;,N/A;,UNIVERSITY STATE BANK;,TAMPA;,FL;,20139;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-302b,15888.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5YyAAK?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-14,,MARINA STATE BANK;,0;,N/A;,0;,N/A;,MARINA STATE BANK;,MARINA DEL REY;,CA;,23167;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-306b,15889.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5ZZAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-21,,OCEAN INDEPENDENT BANK;,0;,N/A;,0;,N/A;,OCEAN INDEPENDENT BANK;,OCEAN;,NJ;,27218;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-321b,15891.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5aBAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-07-22,1996-08-22,UPLAND BANK;,0;,N/A;,0;,N/A;,UPLAND BANK;,UPLAND;,CA;,25060;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-93b,11013.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4tcAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-07-22,1995-11-28,BANK OF HOLLAND;,0;,N/A;,0;,N/A;,BANK OF HOLLAND;,HOLLAND;,NY;,1464;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-95b,11014.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4tdAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-26,,QUINCY SAVINGS BANK;,0;,N/A;,0;,N/A;,QUINCY SAVINGS BANK;,QUINCY;,MA;,23294;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-35b,15893.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5aDAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-26,,FARMERS STATE BANK AND TRUST COMPANY;,0;,N/A;,0;,N/A;,FARMERS STATE BANK AND TRUST COMPANY;,HAYS;,KS;,10911;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-274b,15892.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5aCAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-07-28,1995-08-16,EUROBANK;,0;,N/A;,0;,N/A;,EUROBANK;,SAN JUAN;,;,27150;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-98b,11017.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4wIAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-07-28,1996-07-22,BANK OF WAUKEGAN;,0;,N/A;,0;,N/A;,BANK OF WAUKEGAN;,WAUKEGAN;,IL;,18626;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-99b,11018.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4t1AAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-29,,THE FIRST STATE BANK OF GRAND CHAIN;,0;,N/A;,0;,N/A;,THE FIRST STATE BANK OF GRAND CHAIN;,GRAND CHAIN;,IL;,10816;,Termination of Action,Cease and Desist / Consent Orders,FDIC-93-71b,15895.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5bRAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-07-29,,PEOPLE'S SAVINGS BANK OF BROCKTON;,0;,N/A;,0;,N/A;,PEOPLE'S SAVINGS BANK OF BROCKTON;,BROCKTON;,MA;,90171;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-39b,15894.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5apAAC?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-08-01,,OMNIBANK OF MANTEE;,0;,N/A;,0;,N/A;,OMNIBANK OF MANTEE;,MANTEE;,MS;,23119;,Termination of Action,Cease and Desist / Consent Orders,FDIC-90-127b,15896.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5bSAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-08-03,,FIRST COUNTY BANK;,0;,N/A;,0;,N/A;,FIRST COUNTY BANK;,STAMFORD;,CT;,18204;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-332b,15896A.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5pzAAC?operationContext=S1
ORDER TERMINATING SUPERVISORY PROMPT  CORRECTIVE ACTION DIRECTIVE,1994-08-05,,BANK OF SAN PEDRO;,0;,N/A;,0;,N/A;,BANK OF SAN PEDRO;,SAN PEDRO;,CA;,21922;,Termination of Action,Prompt Corrective Action,FDIC-93-161PCAS,15898.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5cCAAS?operationContext=S1
ORDER TERMINATING AN ORDER TO  CEASE AND DESIST,1994-08-05,,BANK OF SAN PEDRO;,0;,N/A;,0;,N/A;,BANK OF SAN PEDRO;,SAN PEDRO;,CA;,21922;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-288b,15897.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5baAAC?operationContext=S1
ORDER TERMINATING  SUPERVISORY PROMPT  CORRECTIVE ACTION DIRECTIVE,1994-08-05,,BANK OF SAN PEDRO;,0;,N/A;,0;,N/A;,BANK OF SAN PEDRO;,SAN PEDRO;,CA;,21922;,Termination of Action,Prompt Corrective Action,FDIC-94-76PCAS,15900.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4GrAAK?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-08-09,,"INVESTORS FINANCE, INC.;",0;,N/A;,0;,N/A;,"INVESTORS FINANCE, INC.;",HONOLULU;,HI;,25159;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-188b,15901.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57AAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-08-11,1996-05-16,SAN GABRIEL VALLEY BANK;,0;,N/A;,0;,N/A;,SAN GABRIEL VALLEY BANK;,EL MONTE;,CA;,20882;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-104b,11027.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4omAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-08-11,,PEPPERELL TRUST COMPANY;,0;,N/A;,0;,N/A;,PEPPERELL TRUST COMPANY;,BIDDEFORD;,ME;,15810;,Termination of Action,Cease and Desist / Consent Orders,FDIC-93-138b,15904.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57pAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-08-11,,GARDEN STATE BANK;,0;,N/A;,0;,N/A;,GARDEN STATE BANK;,JACKSON TOWNSHIP;,NJ;,21405;,Termination of Action,Cease and Desist / Consent Orders,FDIC-93-28b,15903.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57EAAS?operationContext=S1
SUPERVISORY PROMPT CORRECTIVE ACTION DIRECTIVE,1994-08-11,1994-10-04,CAPITAL BANK;,0;,N/A;,0;,N/A;,CAPITAL BANK;,DOWNEY;,CA;,3432;,Temporary or Emergency Order,Prompt Corrective Action,FDIC-94-42PCAS,11026.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4olAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-08-17,,AMERICAN STATE BANK OF ERSKINE;,0;,N/A;,0;,N/A;,AMERICAN STATE BANK OF ERSKINE;,ERSKINE;,MN;,10204;,Termination of Action,Cease and Desist / Consent Orders,FDIC-84-212b,15905.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57qAAC?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-08-17,,AMERICAN STATE BANK OF ERSKINE;,0;,N/A;,0;,N/A;,AMERICAN STATE BANK OF ERSKINE;,ERSKINE;,MN;,10204;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-245b,15906.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57rAAC?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-08-22,,WATER TOWER BANK;,0;,N/A;,0;,N/A;,WATER TOWER BANK;,CHICAGO;,IL;,21544;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-350b,15907.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57tAAC?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-08-22,,GLADSTONE-NORWOOD TRUST AND SAVINGS BANK;,0;,N/A;,0;,N/A;,GLADSTONE-NORWOOD TRUST AND SAVINGS BANK;,CHICAGO;,IL;,22177;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-279b,15908.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z57uAAC?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-08-23,,BANK OF NEWPORT;,0;,N/A;,0;,N/A;,BANK OF NEWPORT;,NEWPORT BEACH;,CA;,20637;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-264b,15909.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z58bAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-08-26,1998-11-05,AMERICAN STATE BANK;,0;,N/A;,0;,N/A;,AMERICAN STATE BANK;,TULSA;,OK;,20292;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-112b,11030.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4q1AAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-08-29,,SAVERS CO-OPERATIVE BANK;,0;,N/A;,0;,N/A;,SAVERS CO-OPERATIVE BANK;,SOUTHBRIDGE;,MA;,26455;,Termination of Action,Cease and Desist / Consent Orders,FDIC-93-67b,15910.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z58cAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-08-29,1996-01-22,FIRST SCOTLAND BANK;,0;,N/A;,0;,N/A;,FIRST SCOTLAND BANK;,LAURINBURG;,NC;,25839;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-115b,11031.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4q2AAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-08-30,1996-11-04,PHILO EXCHANGE BANK;,0;,N/A;,0;,N/A;,PHILO EXCHANGE BANK;,PHILO;,IL;,5722;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-100b,11032.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4uKAAS?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-09-01,,BANK ST. CROIX;,0;,N/A;,0;,N/A;,BANK ST. CROIX;,ROBERTS;,WI;,12323;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-65b,15913.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4zUAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-09-01,,MERCANTILE BANK OF FORT WORTH;,0;,N/A;,0;,N/A;,MERCANTILE BANK OF FORT WORTH;,FORT WORTH;,TX;,22790;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-231b,15912.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4yoAAC?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-09-21,,FIRST STATE BANK OF GOODRICH;,0;,N/A;,0;,N/A;,FIRST STATE BANK OF GOODRICH;,GOODRICH;,ND;,15888;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-31b,15914.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4zcAAC?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-09-27,,WESTERN COMMUNITY BANKI;,0;,N/A;,0;,N/A;,WESTERN COMMUNITY BANKI;,CORONA;,CA;,23157;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-90b,15915.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50FAAS?operationContext=S1
ORDER TERMINATING SUPERVISORY PROMPT CORRECTIVE ACTION DIRECTIVE,1994-09-27,,SUBURBAN BANK;,0;,N/A;,0;,N/A;,SUBURBAN BANK;,LAKE WORTH;,FL;,22467;,Termination of Action,Prompt Corrective Action,FDIC-93-226PCAS,15917.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50HAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-09-27,,SUBURBAN BANK;,0;,N/A;,0;,N/A;,SUBURBAN BANK;,LAKE WORTH;,FL;,22467;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-76b,15916.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50GAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-03,1997-05-30,FIRST LOS ANGELES BANK;,0;,N/A;,0;,N/A;,FIRST LOS ANGELES BANK;,LOS ANGELES;,CA;,21212;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-130b,11064.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4v1AAC?operationContext=S1
ORDER TERMINATING SUPERVISORY PROMPT CORRECTIVE ACTION DIRECTIVE,1994-10-04,,CAPITAL BANK;,0;,N/A;,0;,N/A;,CAPITAL BANK;,DOWNEY;,CA;,3432;,Termination of Action,Prompt Corrective Action,FDIC-94-42PCAS,15920.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50oAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-05,1996-05-08,COMMUNITY BANK;,0;,N/A;,0;,N/A;,COMMUNITY BANK;,PASADENA;,CA;,24315;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-134b,11066.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4v3AAC?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-10-06,,THE STATE BANK OF LAPEL;,0;,N/A;,0;,N/A;,THE STATE BANK OF LAPEL;,LAPEL;,IN;,14236;,Termination of Action,Cease and Desist / Consent Orders,FDIC-84-122b,15922.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50qAAC?operationContext=S1
ORDER TERMINATING SUPERVISORY PROMPT CORRECTIVE ACTION DIRECTIVE,1994-10-06,,PEOPLES BANK;,0;,N/A;,0;,N/A;,PEOPLES BANK;,AMITE;,LA;,25720;,Termination of Action,Prompt Corrective Action,FDIC-93-125PCAS,15923.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z50uAAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-12,1996-09-11,THE TRUST COMPANY OF NEW JERSEY;,0;,N/A;,0;,N/A;,THE TRUST COMPANY OF NEW JERSEY;,JERSEY CITY;,NJ;,12525;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-129b,11073.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4w9AAC?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-13,,PACIFIC THRIFT AND LOAN COMPANY;,0;,N/A;,0;,N/A;,PACIFIC THRIFT AND LOAN COMPANY;,WOODLAND HILLS;,CA;,27415;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-157b,11074.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SQAA0?operationContext=S1
ORDER WITHDRAWING NOTICE OF INTENT TO ISSUE A SUPERVISORY PROMPT CORRECTIVE ACTION DIRECTIVE,1994-10-13,,CONNECTICUT BANK OF COMMERCE;,0;,N/A;,0;,N/A;,CONNECTICUT BANK OF COMMERCE;,WOODBRIDGE;,CT;,19183;,Withdrawal of Action,Prompt Corrective Action,FDIC-94-92PCAS,15924.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51TAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-18,1996-11-21,THE BANK JOSEPHINE;,0;,N/A;,0;,N/A;,THE BANK JOSEPHINE;,PRESTONSBURG;,KY;,17508;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-158b,11077.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4wBAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-10-20,,IPSWICH SAVINGS BANK;,0;,N/A;,0;,N/A;,IPSWICH SAVINGS BANK;,IPSWICH;,MA;,90216;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-206b,15925.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51UAAS?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-10-21,,BANK OF LAFAYETTE;,0;,N/A;,0;,N/A;,BANK OF LAFAYETTE;,LAFAYETTE;,LA;,22012;,Termination of Action,Cease and Desist / Consent Orders,FDIC-89-116b,15926.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51VAAS?operationContext=S1
ORDER TO CEASE AND DESIST,1994-10-24,1995-08-25,PACIFIC HERITAGE BANK;,0;,N/A;,0;,N/A;,PACIFIC HERITAGE BANK;,TORRANCE;,CA;,23319;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-151b,11083.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4xvAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-10-26,,BANK OF ELLENDALE;,0;,N/A;,0;,N/A;,BANK OF ELLENDALE;,ELLENDALE;,MN;,9763;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-259b,15927.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51WAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-02,,BANK OF ELGIN;,0;,N/A;,0;,N/A;,BANK OF ELGIN;,ELGIN;,OK;,16154;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-417b,15928.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z51XAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-03,,THE KEY BANK OF FLORIDA;,0;,N/A;,0;,N/A;,THE KEY BANK OF FLORIDA;,TAMPA;,FL;,21568;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-282b,15929.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z64OAAS?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-04,,ANDERSON BROTHERS BANK;,0;,N/A;,0;,N/A;,ANDERSON BROTHERS BANK;,MULLINS;,SC;,9923;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-344b,15930.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WRAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-04,,LUDLOW SAVINGS BANK;,0;,N/A;,0;,N/A;,LUDLOW SAVINGS BANK;,LUDLOW;,MA;,90230;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-177b,15931.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WSAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1994-11-07,1996-08-05,BANK OF PULLMAN;,0;,N/A;,0;,N/A;,BANK OF PULLMAN;,PULLMAN;,WA;,20318;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-146b,11086.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4urAAC?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-11-08,,COMMERCE SECURITY BANK;,0;,N/A;,0;,N/A;,COMMERCE SECURITY BANK;,SACRAMENTO;,CA;,32318;,Termination of Action,Cease and Desist / Consent Orders,FDIC-92-59b,15932.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WTAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-10,,FARMERS & MERCHANTS BANK;,0;,N/A;,0;,N/A;,FARMERS & MERCHANTS BANK;,EATONTON;,GA;,9069;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-282b,15933.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WUAA0?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-11-11,,THE FARMERS BANK & TRUST OF CHENEYVILLE;,0;,N/A;,0;,N/A;,THE FARMERS BANK & TRUST OF CHENEYVILLE;,CHENEYVILLE;,LA;,16445;,Termination of Action,Cease and Desist / Consent Orders,FDIC-86-214b,15934.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WVAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1994-11-14,1996-02-14,CITIZENS BANK;,0;,N/A;,0;,N/A;,CITIZENS BANK;,SHARPSBURG;,KY;,8788;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-180b,11089.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4wlAAC?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-15,,THE FIRST STATE BANK OF WIGGINS;,0;,N/A;,0;,N/A;,THE FIRST STATE BANK OF WIGGINS;,WIGGINS;,CO;,20477;,Termination of Action,Cease and Desist / Consent Orders,FDIC-88-231b,15935.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WWAA0?operationContext=S1
ORDER TO CEASE AND DESIST,1994-11-18,1996-03-21,PINE BANKING CORPORATION;,0;,N/A;,0;,N/A;,PINE BANKING CORPORATION;,MIAMI;,FL;,33437;,Stipulated Orders and Written Agreements,Cease and Desist / Consent Orders,FDIC-94-164b,11090.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4HvAAK?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-11-21,,FARMERS STATE BANK AND TRUST CO.;,0;,N/A;,0;,N/A;,FARMERS STATE BANK AND TRUST CO.;,MOUNT STERLING;,IL;,10458;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-152b,15936.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WXAA0?operationContext=S1
ORDER TERMINATING THE ORDER TO CEASE AND DESIST,1994-11-22,,BAY PORT STATE BANK;,0;,N/A;,0;,N/A;,BAY PORT STATE BANK;,BAY PORT;,MI;,15585;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-403b,15938.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WZAA0?operationContext=S1
ORDER TERMINATING ORDER TO CEASE AND DESIST,1994-11-22,,STATE BANK OF MARION;,0;,N/A;,0;,N/A;,STATE BANK OF MARION;,MARION;,ND;,9119;,Termination of Action,Cease and Desist / Consent Orders,FDIC-85-340b,15937.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5WYAA0?operationContext=S1
ORDER TERMINATING AN ORDER TO CEASE AND DESIST,1994-11-28,,CYPRESS COAST BANK;,0;,N/A;,0;,N/A;,CYPRESS COAST BANK;,SEASIDE;,CA;,32991;,Termination of Action,Cease and Desist / Consent Orders,FDIC-91-222b,15939.html,https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5X4AAK?operationContext=S1
